lon,lat,time,u,v,wind_speed_ms,wind_speed_kn,time_converted,date
-61.8125,16.9375,1732276800,-4.190000057220459,2.0799999237060547,4.6778734658095065,9.093037557779152,2024-11-22T12:00:00Z,2024-11-22
-61.8125,16.9375,1732280400,-4.900000095367432,2.9200000762939453,5.704068844268755,11.087797182243376,2024-11-22T13:00:00Z,2024-11-22
-61.8125,16.9375,1732284000,-5.679999828338623,3.8399999141693115,6.8562378452579305,13.327429373126176,2024-11-22T14:00:00Z,2024-11-22
-61.8125,16.9375,1732287600,-4.809999942779541,2.2799999713897705,5.323015998386304,10.347091418303233,2024-11-22T15:00:00Z,2024-11-22
-61.8125,16.9375,1732291200,-4.289999961853027,2.4000000953674316,4.915699353140167,9.555333030607983,2024-11-22T16:00:00Z,2024-11-22
-61.8125,16.9375,1732294800,-4.050000190734863,2.5799999237060547,4.801968466293347,9.334258383519659,2024-11-22T17:00:00Z,2024-11-22
-61.8125,16.9375,1732298400,-4.010000228881836,2.4600000381469727,4.704434293654815,9.144667557377977,2024-11-22T18:00:00Z,2024-11-22
-61.8125,16.9375,1732302000,-4.170000076293945,3.130000114440918,5.214000513299904,10.135182757772887,2024-11-22T19:00:00Z,2024-11-22
-61.8125,16.9375,1732305600,-4,3.2100000381469727,5.128752308788519,9.969473887915475,2024-11-22T20:00:00Z,2024-11-22
-61.8125,16.9375,1732309200,-4.289999961853027,2.390000104904175,4.910824795708043,9.545857670889124,2024-11-22T21:00:00Z,2024-11-22
-61.8125,16.9375,1732312800,-4.139999866485596,2.3399999141693115,4.755543974437955,9.244016599271474,2024-11-22T22:00:00Z,2024-11-22
-61.8125,16.9375,1732316400,-3.9200000762939453,1.9900000095367432,4.396191605935844,8.54549309128233,2024-11-22T23:00:00Z,2024-11-22
-61.8125,16.9375,1732320000,-4.489999771118164,1.690000057220459,4.7975199987124935,9.325611274297293,2024-11-23T00:00:00Z,2024-11-23
-61.8125,16.9375,1732323600,-4.71999979019165,1.3200000524520874,4.901101728987345,9.52695758487476,2024-11-23T01:00:00Z,2024-11-23
-61.8125,16.9375,1732327200,-5.190000057220459,1.5700000524520874,5.422268967752146,10.54002331027533,2024-11-23T02:00:00Z,2024-11-23
-61.8125,16.9375,1732330800,-5.019999980926514,1.6100000143051147,5.271859240776888,10.247650866591746,2024-11-23T03:00:00Z,2024-11-23
-61.8125,16.9375,1732334400,-4.71999979019165,1.4500000476837158,4.937701708051227,9.598102088178297,2024-11-23T04:00:00Z,2024-11-23
-61.8125,16.9375,1732338000,-4.849999904632568,1.6299999952316284,5.11658079769987,9.945814417800914,2024-11-23T05:00:00Z,2024-11-23
-61.8125,16.9375,1732341600,-5.179999828338623,1.7100000381469727,5.454951727747076,10.603553366463876,2024-11-23T06:00:00Z,2024-11-23
-61.8125,16.9375,1732345200,-4.869999885559082,1.4700000286102295,5.087022603592356,9.888358017766965,2024-11-23T07:00:00Z,2024-11-23
-61.8125,16.9375,1732348800,-5.039999961853027,1.4500000476837158,5.244435122466603,10.194342768455481,2024-11-23T08:00:00Z,2024-11-23
-61.8125,16.9375,1732352400,-4.670000076293945,0.699999988079071,4.722171184518426,9.179145235314296,2024-11-23T09:00:00Z,2024-11-23
-61.8125,16.9375,1732356000,-4.199999809265137,0.5099999904632568,4.23085078773758,8.224096995235818,2024-11-23T10:00:00Z,2024-11-23
-61.8125,16.9375,1732359600,-5.690000057220459,1.7799999713897705,5.961920877478701,11.589020278478198,2024-11-23T11:00:00Z,2024-11-23
-61.8125,16.9375,1732363200,-6.539999961853027,1.8600000143051147,6.799352877609208,13.216854097611883,2024-11-23T12:00:00Z,2024-11-23
-61.8125,16.9375,1732366800,-7.230000019073486,2.240000009536743,7.569048838429253,14.71301989409232,2024-11-23T13:00:00Z,2024-11-23
-61.8125,16.9375,1732370400,-6.940000057220459,1.2200000286102295,7.046417590806618,13.697108369713536,2024-11-23T14:00:00Z,2024-11-23
-61.8125,16.9375,1732374000,-6.679999828338623,2.869999885559082,7.270439948841691,14.132571990156434,2024-11-23T15:00:00Z,2024-11-23
-61.8125,16.9375,1732377600,-5.889999866485596,2.049999952316284,6.236553393637956,12.122861948689204,2024-11-23T16:00:00Z,2024-11-23
-61.8125,16.9375,1732381200,-5.940000057220459,2.200000047683716,6.33431929173036,12.312903212037142,2024-11-23T17:00:00Z,2024-11-23
-61.8125,16.9375,1732384800,-6.820000171661377,1.5499999523162842,6.993918943885587,13.59505939988256,2024-11-23T18:00:00Z,2024-11-23
-61.8125,16.9375,1732388400,-7.159999847412109,0.8799999952316284,7.213875366718578,14.02261949284224,2024-11-23T19:00:00Z,2024-11-23
-61.8125,16.9375,1732392000,-7.659999847412109,1.2699999809265137,7.764566801432446,15.093075531296446,2024-11-23T20:00:00Z,2024-11-23
-61.8125,16.9375,1732395600,-7.300000190734863,3.240000009536743,7.986714145787812,15.524894425148181,2024-11-23T21:00:00Z,2024-11-23
-61.8125,16.9375,1732399200,-6.090000152587891,1.940000057220459,6.391533625080597,12.424118721776667,2024-11-23T22:00:00Z,2024-11-23
-61.8125,16.9375,1732402800,-6.670000076293945,2.740000009536743,7.210859939703626,14.016757985193497,2024-11-23T23:00:00Z,2024-11-23
-61.8125,16.9375,1732406400,-5.800000190734863,0.7300000190734863,5.845759338218752,11.363220832003138,2024-11-24T00:00:00Z,2024-11-24
-61.8125,16.9375,1732410000,-6.130000114440918,0.5,6.150357827236206,11.955311558894827,2024-11-24T01:00:00Z,2024-11-24
-61.8125,16.9375,1732413600,-6.489999771118164,0.9300000071525574,6.556294459709507,12.74438742256173,2024-11-24T02:00:00Z,2024-11-24
-61.8125,16.9375,1732417200,-6.960000038146973,2.0199999809265137,7.2472063896338,14.087409668425765,2024-11-24T03:00:00Z,2024-11-24
-61.8125,16.9375,1732420800,-6.829999923706055,4.340000152587891,8.09224939570498,15.73003806534717,2024-11-24T04:00:00Z,2024-11-24
-61.8125,16.9375,1732424400,-5.78000020980835,1.3300000429153442,5.931045653132286,11.529003782384663,2024-11-24T05:00:00Z,2024-11-24
-61.8125,16.9375,1732428000,-5.409999847412109,-0.8199999928474426,5.471791145252974,10.636286499788541,2024-11-24T06:00:00Z,2024-11-24
-61.8125,16.9375,1732431600,-5.739999771118164,-1.6799999475479126,5.980802387322086,11.625722912572163,2024-11-24T07:00:00Z,2024-11-24
-61.8125,16.9375,1732435200,-5.820000171661377,-2.2799999713897705,6.250664114130259,12.150290931610963,2024-11-24T08:00:00Z,2024-11-24
-61.8125,16.9375,1732438800,-5.730000019073486,-2.3399999141693115,6.189386061387231,12.031176201566955,2024-11-24T09:00:00Z,2024-11-24
-61.8125,16.9375,1732442400,-6.409999847412109,-1.5099999904632568,6.585453516275269,12.80106796307652,2024-11-24T10:00:00Z,2024-11-24
-61.8125,16.9375,1732446000,-6.460000038146973,-1.4700000286102295,6.6251415514668786,12.878215153403378,2024-11-24T11:00:00Z,2024-11-24
-61.8125,16.9375,1732449600,-6.25,-1.850000023841858,6.518051862958354,12.670049933292967,2024-11-24T12:00:00Z,2024-11-24
-61.8125,16.9375,1732453200,-6.670000076293945,-1.850000023841858,6.92180620257286,13.454883768809228,2024-11-24T13:00:00Z,2024-11-24
-61.8125,16.9375,1732456800,-6.949999809265137,-1.7899999618530273,7.1768096820397345,13.950569732336117,2024-11-24T14:00:00Z,2024-11-24
-61.8125,16.9375,1732460400,-7.690000057220459,-1.3799999952316284,7.81284204799316,15.186914886571024,2024-11-24T15:00:00Z,2024-11-24
-61.8125,16.9375,1732464000,-7.590000152587891,-1.5299999713897705,7.742674100640999,15.050519623789999,2024-11-24T16:00:00Z,2024-11-24
-61.8125,16.9375,1732467600,-7.369999885559082,-1.8200000524520874,7.591396347449294,14.756459876025835,2024-11-24T17:00:00Z,2024-11-24
-61.8125,16.9375,1732471200,-7.070000171661377,-1.5,7.227371751009622,14.048854304482544,2024-11-24T18:00:00Z,2024-11-24
-61.8125,16.9375,1732474800,-7.269999980926514,-0.9700000286102295,7.334425661098172,14.256949977069072,2024-11-24T19:00:00Z,2024-11-24
-61.8125,16.9375,1732478400,-7.369999885559082,-0.5,7.3869410660395065,14.359031521810234,2024-11-24T20:00:00Z,2024-11-24
-61.8125,16.9375,1732482000,-7.309999942779541,-0.8799999952316284,7.362777950953332,14.312062292181126,2024-11-24T21:00:00Z,2024-11-24
-61.8125,16.9375,1732485600,-7.639999866485596,-1.6399999856948853,7.814038514940859,15.18924062688264,2024-11-24T22:00:00Z,2024-11-24
-61.8125,16.9375,1732489200,-7.539999961853027,-1.8600000143051147,7.76602855248155,15.095916941455735,2024-11-24T23:00:00Z,2024-11-24
-61.8125,16.9375,1732492800,-7.610000133514404,-1.6399999856948853,7.784709499086557,15.132229712704413,2024-11-25T00:00:00Z,2024-11-25
-61.8125,16.9375,1732496400,-8.180000305175781,-1.559999942779541,8.32742486091277,16.187181541636676,2024-11-25T01:00:00Z,2024-11-25
-61.8125,16.9375,1732500000,-8.4399995803833,-1.2400000095367432,8.530603316326543,16.582127950408186,2024-11-25T02:00:00Z,2024-11-25
-61.8125,16.9375,1732503600,-9.109999656677246,-1.5800000429153442,9.245998803821685,17.972742314820746,2024-11-25T03:00:00Z,2024-11-25
-61.8125,16.9375,1732507200,-8.850000381469727,-1.6299999952316284,8.998855857078132,17.492335969222754,2024-11-25T04:00:00Z,2024-11-25
-61.8125,16.9375,1732510800,-8.630000114440918,-1.7999999523162842,8.815719017958143,17.136347255867758,2024-11-25T05:00:00Z,2024-11-25
-61.8125,16.9375,1732514400,-8.59000015258789,-2.549999952316284,8.960502350776604,17.417782889533594,2024-11-25T06:00:00Z,2024-11-25
-61.8125,16.9375,1732518000,-8.800000190734863,-2.640000104904175,9.187469940676143,17.858971569483913,2024-11-25T07:00:00Z,2024-11-25
-61.8125,16.9375,1732521600,-9.020000457763672,-2.869999885559082,9.465585433620364,18.399583589288607,2024-11-25T08:00:00Z,2024-11-25
-61.8125,16.9375,1732525200,-9.5600004196167,-2.990000009536743,10.016671507047697,19.470806742259594,2024-11-25T09:00:00Z,2024-11-25
-61.8125,16.9375,1732528800,-9.880000114440918,-2.7100000381469727,10.24492569363532,19.914496360316083,2024-11-25T10:00:00Z,2024-11-25
-61.8125,16.9375,1732532400,-9.5600004196167,-2.1600000858306885,9.80097997109779,19.05153690701873,2024-11-25T11:00:00Z,2024-11-25
-61.8125,16.9375,1732536000,-9.5,-2.0999999046325684,9.729337058579931,18.912274547950013,2024-11-25T12:00:00Z,2024-11-25
-61.8125,16.9375,1732539600,-9.720000267028809,-2.1500000953674316,9.954943776893975,19.350817911277584,2024-11-25T13:00:00Z,2024-11-25
-61.8125,16.9375,1732543200,-9.899999618530273,-2.119999885559082,10.124445266861295,19.68030168753566,2024-11-25T14:00:00Z,2024-11-25
-61.8125,16.9375,1732546800,-9.5,-1.2699999809265137,9.584513547987365,18.63076081511976,2024-11-25T15:00:00Z,2024-11-25
-61.8125,16.9375,1732550400,-9.390000343322754,-1.2000000476837158,9.466367125885323,18.401103073980927,2024-11-25T16:00:00Z,2024-11-25
-61.8125,16.9375,1732554000,-9.289999961853027,-0.7200000286102295,9.317859160366611,18.11242735028703,2024-11-25T17:00:00Z,2024-11-25
-61.8125,16.9375,1732557600,-9.390000343322754,-0.7099999785423279,9.41680446951786,18.3047612000276,2024-11-25T18:00:00Z,2024-11-25
-61.8125,16.9375,1732561200,-9.210000038146973,-1.1200000047683716,9.277850004895983,18.034655953517007,2024-11-25T19:00:00Z,2024-11-25
-61.8125,16.9375,1732564800,-9.180000305175781,-0.03999999910593033,9.180087450724852,17.844621190216994,2024-11-25T20:00:00Z,2024-11-25
-61.8125,16.9375,1732568400,-9.170000076293945,-0.7300000190734863,9.199010893953668,17.881405336102898,2024-11-25T21:00:00Z,2024-11-25
-61.8125,16.9375,1732572000,-8.630000114440918,-1.5499999523162842,8.768089976011352,17.043764018969906,2024-11-25T22:00:00Z,2024-11-25
-61.8125,16.9375,1732575600,-8.09000015258789,-1.690000057220459,8.264635664218796,16.065129389535063,2024-11-25T23:00:00Z,2024-11-25
-61.8125,16.9375,1732579200,-7.909999847412109,-2.009999990463257,8.16138453619984,15.864425716846696,2024-11-26T00:00:00Z,2024-11-26
-61.8125,16.9375,1732582800,-7.409999847412109,-2.2100000381469727,7.732541490820279,15.030823451516092,2024-11-26T01:00:00Z,2024-11-26
-61.8125,16.9375,1732586400,-7.650000095367432,-2.5199999809265137,8.054371568470835,15.656409629656347,2024-11-26T02:00:00Z,2024-11-26
-61.8125,16.9375,1732590000,-7.699999809265137,-1.8700000047683716,7.923818339696894,15.402635041436412,2024-11-26T03:00:00Z,2024-11-26
-61.8125,16.9375,1732593600,-7.28000020980835,0.5899999737739563,7.303869044818841,14.197552804080656,2024-11-26T04:00:00Z,2024-11-26
-61.8125,16.9375,1732597200,-8.15999984741211,0.03999999910593033,8.160097886036302,15.861924674792807,2024-11-26T05:00:00Z,2024-11-26
-61.8125,16.9375,1732600800,-8.739999771118164,-1.5700000524520874,8.879892801371259,17.261090823017508,2024-11-26T06:00:00Z,2024-11-26
-61.8125,16.9375,1732604400,-9.229999542236328,-1.190000057220459,9.30639520361496,18.090143252594903,2024-11-26T07:00:00Z,2024-11-26
-61.8125,16.9375,1732608000,-9.350000381469727,0.33000001311302185,9.355822098679443,18.18622122829705,2024-11-26T08:00:00Z,2024-11-26
-61.8125,16.9375,1732611600,-8.8100004196167,1.4800000190734863,8.93344879932179,17.365195114073668,2024-11-26T09:00:00Z,2024-11-26
-61.8125,16.9375,1732615200,-9.010000228881836,0.8700000047683716,9.051906104945395,17.595457163037057,2024-11-26T10:00:00Z,2024-11-26
-61.8125,16.9375,1732618800,-9.359999656677246,0.10000000149011612,9.360533829504394,18.19538007914382,2024-11-26T11:00:00Z,2024-11-26
-61.8125,16.9375,1732622400,-9.539999961853027,-0.05999999865889549,9.540188639224846,18.544600284470825,2024-11-26T12:00:00Z,2024-11-26
-61.8125,16.9375,1732626000,-9.210000038146973,-0.28999999165534973,9.214564596215457,17.911639244707455,2024-11-26T13:00:00Z,2024-11-26
-61.8125,16.9375,1732629600,-9.350000381469727,-0.17000000178813934,9.351545708282242,18.17790860958735,2024-11-26T14:00:00Z,2024-11-26
-61.8125,16.9375,1732633200,-8.65999984741211,-0.5099999904632568,8.675004169880859,16.86282010558121,2024-11-26T15:00:00Z,2024-11-26
-61.8125,16.9375,1732636800,-8.520000457763672,-0.5899999737739563,8.540404426568243,16.601179740540413,2024-11-26T16:00:00Z,2024-11-26
-61.8125,16.9375,1732640400,-8.050000190734863,-0.09000000357627869,8.050503280632526,15.64889029702473,2024-11-26T17:00:00Z,2024-11-26
-61.8125,16.9375,1732644000,-8.100000381469727,0.8299999833106995,8.142414024851934,15.827550078068183,2024-11-26T18:00:00Z,2024-11-26
-61.8125,16.9375,1732647600,-7.760000228881836,1.2899999618530273,7.866492449232184,15.291202682515488,2024-11-26T19:00:00Z,2024-11-26
-61.8125,16.9375,1732651200,-7.590000152587891,1.6799999475479126,7.77370581769372,15.110840316665762,2024-11-26T20:00:00Z,2024-11-26
-61.8125,16.9375,1732654800,-7.630000114440918,1.6699999570846558,7.810621076651406,15.18259767363807,2024-11-26T21:00:00Z,2024-11-26
-61.8125,16.9375,1732658400,-7.429999828338623,1.2699999809265137,7.537758115027658,14.652195734315363,2024-11-26T22:00:00Z,2024-11-26
-61.8125,16.9375,1732662000,-7.25,0.8100000023841858,7.295107950117146,14.180522637755713,2024-11-26T23:00:00Z,2024-11-26
-61.8125,16.9375,1732665600,-7.070000171661377,0.3100000023841858,7.076793230607356,13.756153753383803,2024-11-27T00:00:00Z,2024-11-27
-61.8125,16.9375,1732669200,-7.190000057220459,-0.20000000298023224,7.192781160581927,13.981615731185574,2024-11-27T01:00:00Z,2024-11-27
-61.8125,16.9375,1732672800,-7.239999771118164,-0.09000000357627869,7.240559141836686,14.074488482267823,2024-11-27T02:00:00Z,2024-11-27
-61.8125,16.9375,1732676400,-7.679999828338623,0.46000000834465027,7.6937635374996,14.955445314733222,2024-11-27T03:00:00Z,2024-11-27
-61.8125,16.9375,1732680000,-7.78000020980835,0.8100000023841858,7.822052369326118,15.204818277590881,2024-11-27T04:00:00Z,2024-11-27
-61.8125,16.9375,1732683600,-7.079999923706055,1,7.150272646527386,13.898985981225794,2024-11-27T05:00:00Z,2024-11-27
-61.8125,16.9375,1732687200,-6.920000076293945,1.0399999618530273,6.997713982191792,13.602436347143692,2024-11-27T06:00:00Z,2024-11-27
-61.8125,16.9375,1732690800,-6.909999847412109,0.9599999785423279,6.976367095418405,13.560941414758114,2024-11-27T07:00:00Z,2024-11-27
-61.8125,16.9375,1732694400,-6.550000190734863,1.309999942779541,6.679715738615615,12.984298641350577,2024-11-27T08:00:00Z,2024-11-27
-61.8125,16.9375,1732698000,-7.230000019073486,2.0999999046325684,7.528804677720057,14.634791684739355,2024-11-27T09:00:00Z,2024-11-27
-61.8125,16.9375,1732701600,-7.039999961853027,1.9199999570846558,7.29712267253989,14.18443893578994,2024-11-27T10:00:00Z,2024-11-27
-61.8125,16.9375,1732705200,-7,2.390000104904175,7.396762839340056,14.378123477622774,2024-11-27T11:00:00Z,2024-11-27
-61.8125,16.9375,1732708800,-7.059999942779541,3.200000047683716,7.75136113835647,15.06740583518284,2024-11-27T12:00:00Z,2024-11-27
-61.8125,16.9375,1732712400,-7.349999904632568,2.5999999046325684,7.796313109553011,15.154785274873525,2024-11-27T13:00:00Z,2024-11-27
-61.8125,16.9375,1732716000,-7.130000114440918,2.2799999713897705,7.485673082727088,14.550950765128222,2024-11-27T14:00:00Z,2024-11-27
-61.8125,16.9375,1732719600,-6.960000038146973,2.630000114440918,7.440329369924768,14.462809842434561,2024-11-27T15:00:00Z,2024-11-27
-61.8125,16.9375,1732723200,-6.800000190734863,2.450000047683716,7.227897538540816,14.04987635131718,2024-11-27T16:00:00Z,2024-11-27
-61.8125,16.9375,1732726800,-6.760000228881836,2.009999990463257,7.052496228722477,13.7089242692399,2024-11-27T17:00:00Z,2024-11-27
-61.8125,16.9375,1732730400,-6.659999847412109,1.600000023841858,6.849496189050934,13.314324672124767,2024-11-27T18:00:00Z,2024-11-27
-61.8125,16.9375,1732734000,-6.429999828338623,1.3200000524520874,6.56409155412295,12.759543726566354,2024-11-27T19:00:00Z,2024-11-27
-61.8125,16.9375,1732737600,-6.25,1.0199999809265137,6.332685051468302,12.309726510446145,2024-11-27T20:00:00Z,2024-11-27
-61.8125,16.9375,1732741200,-6.239999771118164,0.9200000166893005,6.307455681513985,12.260684651954143,2024-11-27T21:00:00Z,2024-11-27
-61.8125,16.9375,1732744800,-6.369999885559082,1.190000057220459,6.480200512191534,12.59647296361839,2024-11-27T22:00:00Z,2024-11-27
-61.8125,16.9375,1732748400,-6.53000020980835,0.6899999976158142,6.56635383883681,12.763941246084546,2024-11-27T23:00:00Z,2024-11-27
-61.8125,16.9375,1732752000,-6.360000133514404,0.27000001072883606,6.365728686026197,12.373958049045163,2024-11-28T00:00:00Z,2024-11-28
-61.8125,16.9375,1732755600,-6.429999828338623,-0.15000000596046448,6.431749201750863,12.502291368331397,2024-11-28T01:00:00Z,2024-11-28
-61.8125,16.9375,1732759200,-6.650000095367432,-0.3199999928474426,6.657694891162347,12.941493637237016,2024-11-28T02:00:00Z,2024-11-28
-61.8125,16.9375,1732762800,-6.539999961853027,0.6899999976158142,6.576298312709622,12.783271712177472,2024-11-28T03:00:00Z,2024-11-28
-61.8125,16.9375,1732766400,-7.210000038146973,1.2899999618530273,7.324493187358438,14.237642837314825,2024-11-28T04:00:00Z,2024-11-28
-61.8125,16.9375,1732770000,-7.579999923706055,0.5799999833106995,7.602157511129601,14.777377856434164,2024-11-28T05:00:00Z,2024-11-28
-61.8125,16.9375,1732773600,-7.03000020980835,0.18000000715255737,7.032304242030514,13.669674277828594,2024-11-28T06:00:00Z,2024-11-28
-61.8125,16.9375,1732777200,-6.96999979019165,0.7599999904632568,7.011312078404141,13.628868870485105,2024-11-28T07:00:00Z,2024-11-28
-61.8125,16.9375,1732780800,-6.699999809265137,0.3100000023841858,6.707167617230917,13.037660701078146,2024-11-28T08:00:00Z,2024-11-28
-61.8125,16.9375,1732784400,-6.570000171661377,1.7100000381469727,6.788888155367797,13.196512351930139,2024-11-28T09:00:00Z,2024-11-28
-61.8125,16.9375,1732788000,-6.630000114440918,1.6100000143051147,6.822682871389308,13.262203872721392,2024-11-28T10:00:00Z,2024-11-28
-61.8125,16.9375,1732791600,-6.570000171661377,1.2899999618530273,6.695446374754362,13.014876481102519,2024-11-28T11:00:00Z,2024-11-28
-61.8125,16.9375,1732795200,-6.769999980926514,1.6200000047683716,6.961127764751522,13.531318594234598,2024-11-28T12:00:00Z,2024-11-28
-61.8125,16.9375,1732798800,-7.170000076293945,0.9599999785423279,7.233982378528196,14.061704306678248,2024-11-28T13:00:00Z,2024-11-28
-61.8125,16.9375,1732802400,-7.260000228881836,0.17000000178813934,7.261990314230134,14.116147252413104,2024-11-28T14:00:00Z,2024-11-28
-61.8125,16.9375,1732806000,-7.739999771118164,-1.0099999904632568,7.805619542204514,15.172875490918823,2024-11-28T15:00:00Z,2024-11-28
-61.8125,16.9375,1732809600,-8.5600004196167,1.059999942779541,8.625381560402456,16.76636169237271,2024-11-28T16:00:00Z,2024-11-28
-61.8125,16.9375,1732813200,-8.15999984741211,2.559999942779541,8.552145766811794,16.62400302735944,2024-11-28T17:00:00Z,2024-11-28
-61.8125,16.9375,1732816800,-7.53000020980835,2.309999942779541,7.876357209735683,15.310378198572609,2024-11-28T18:00:00Z,2024-11-28
-61.8125,16.9375,1732820400,-7.139999866485596,2.6600000858306885,7.619396206395464,14.810887121839759,2024-11-28T19:00:00Z,2024-11-28
-61.8125,16.9375,1732824000,-6.980000019073486,3.059999942779541,7.621285975219449,14.814560530070572,2024-11-28T20:00:00Z,2024-11-28
-61.8125,16.9375,1732827600,-6.599999904632568,2.740000009536743,7.146159723474648,13.89099111687896,2024-11-28T21:00:00Z,2024-11-28
-61.8125,16.9375,1732831200,-6.380000114440918,2.549999952316284,6.8707278520604484,13.355595627949182,2024-11-28T22:00:00Z,2024-11-28
