date,wind_speed_ms_mean,wind_speed_kn_mean
2025-03-20,2.9902207243008165,5.8125106527248995
2025-03-21,5.28975351874783,10.282434479882781
2025-03-22,6.784380985859294,13.18775113555273
2025-03-23,8.274264901202327,16.08384708555313
2025-03-24,9.450505330169017,18.370270280995744
2025-03-25,10.353899775457888,20.12632453952606
2025-03-26,9.341731151798966,18.1588306821129
2025-03-27,8.165231828112336,15.871904236757885
2025-03-28,7.983198396905294,15.518060371840386
2025-03-29,8.94492143211074,17.387496076594143
2025-03-30,10.152273603801094,19.73439552201272
2025-03-31,9.878070853394284,19.201389247661943
2025-04-01,9.7590306347838,18.96999410911814
2025-04-02,9.984938425009654,19.409122708070765
2025-04-03,11.125704772695771,21.62658996535695
2025-04-04,10.93905569216319,21.263774016654498
2025-04-05,9.722640447827406,18.899257408104823
2025-04-06,8.376753566842302,16.28306865337074
2025-04-07,8.798842753509112,17.10354249798115
2025-04-08,8.226646919770003,15.991285348525723
2025-04-09,8.64029916907148,16.795359136807903
2025-04-10,7.575229077200214,14.725033289424866
2025-04-11,6.942448806712956,13.495009688440911
2025-04-12,8.014755463126667,15.57940225944414
2025-04-13,7.407020649872283,14.39806302004774
2025-04-14,6.364756601350639,12.372068471969428
2025-04-15,8.220415150630643,15.979171786401869
2025-04-16,8.8160120854242,17.136916932130976
2025-04-17,8.50832472318429,16.538821929914548
2025-04-18,6.915317520491093,13.442270809031406
2025-04-19,6.288327157234234,12.223501861318194
2025-04-20,5.310590794124176,10.322938809250338
2025-04-21,5.541069337297006,10.770952220611411
2025-04-22,3.5664794894852476,6.9326654908410035
2025-04-23,3.3490801340048195,6.510075927683928
2025-04-24,5.019256811589671,9.756632160640468
2025-04-25,5.048500749714011,9.813477697324084
2025-04-26,5.93092024432955,11.528760007737553
2025-04-27,7.399919348282543,14.384259225965538
2025-04-28,7.062667964298604,13.728696495722199
2025-04-29,5.6320747466232115,10.947852175476063
2025-04-30,5.123577268109939,9.959414436842824
