date,site_code_depth,site_code,depth,tal_pe_rfu,chlorophyll_rfu,cond_m_us_cm,spcond_m_us_cm,tds_mg_l,sal_psu,do_mg_l,ph,temp_c,turbidity_fnu,cond_us_cm,spcond_us_cm
2023-11-06,ML3,ML,3,-0.04,-0.05,NA,NA,36503,37.18,5.94,8.13,29.258,0.54,60725.4,56158.5
2023-11-06,ML1,ML,1,0.02,-0.06,NA,NA,36503,37.18,5.95,8.13,29.238,0.67,60704.2,56158
2023-11-06,GIA3,GIA,3,0.08,-0.03,NA,NA,36492,37.17,6,8.14,29.102,0.59,60539.5,56141
2023-11-06,LBI3,LBI,3,0.1,-0.03,NA,NA,36503,37.18,6.75,8.16,29.197,0.94,60660.1,56158.8
2023-11-06,LBI1,LBI,1,-0.01,-0.03,NA,NA,36502,37.18,6.59,8.15,29.351,0.89,60823.8,56157.1
2023-11-06,NBA1,NBA,1,0.03,-0.04,NA,NA,36488,37.16,6.32,8.11,29.289,0.12,60733.9,56135
2023-11-06,NBA3,NBA,3,0.1,-0.06,NA,NA,36485,37.16,6.35,8.12,29.226,0.12,60661.6,56131.1
2023-11-06,EC1,EC,1,0.02,0,NA,NA,36539,37.21,6.6,8.09,29.652,0.38,61209,56214
2023-11-06,NBRM1,NBRM,1,0.55,-0.02,NA,NA,36486,37.14,5.99,8.08,29.95,8.94,61440,56132.8
2023-11-06,NBRB1,NBRB,1,0.2,-0.02,NA,NA,36490,37.14,5.57,7.91,30.165,0.46,61676.2,56138.1
2023-11-06,GIA1,GIA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA
2023-10-10,MRYC1,MRYC,1,0.07,0.01,NA,NA,35240,35.68,6.44,7.99,30.873,0.08,60298.2,54216.1
2023-10-10,LDB3,LDB,3,-0.01,-0.01,NA,NA,35384,35.85,6.65,8.07,30.483,0.51,60137.4,54436.5
2023-10-10,LDB1,LDB,1,0.08,0.01,NA,NA,35434,35.9,7.08,8.07,30.889,0.39,60644.8,54513.2
2023-10-10,BDB3,BDB,3,0.43,0.05,NA,NA,35373,35.84,6.11,8.06,30.467,0.28,60103.2,54420.2
2023-10-10,BDB1,BDB,1,-0.03,0,NA,NA,35428,35.89,6.33,8.04,30.943,0.26,60692.3,54505.3
2023-10-10,YRS1,YRS,1,0,-0.01,NA,NA,35378,35.86,6.53,8.08,30.222,0.25,59856.3,54427.4
2023-10-10,YIN1,YIN,1,0.01,0.01,NA,NA,35401,35.87,7.26,8.12,30.518,0.47,60202.7,54463
2023-10-10,YIN3,YIN,3,0.01,-0.01,NA,NA,35368,35.85,6.43,8.08,30.136,0.24,59751.2,54412.9
2023-10-10,FHB3,FHB,3,-0.01,0.02,NA,NA,35146,35.59,6.91,8.1,30.161,1.25,59400.7,54070.9
2023-10-10,FHB1,FHB,1,-0.04,0.09,NA,NA,35155,35.6,7.38,8.11,30.342,0.95,59603.2,54084.5
2023-10-10,EBB1,EBB,1,-0.04,0.07,NA,NA,35140,35.58,8.05,8.16,30.383,0.24,59619.4,54060.8
2023-10-10,EBB3,EBB,3,0,0.07,NA,NA,35151,35.59,7.73,8.16,30.319,0.2,59575.4,54078.6
2023-10-10,EBBW3,EBBW,3,-0.03,0.07,NA,NA,35145,35.59,7.92,8.16,30.338,0.17,59581.3,54068.9
2023-10-10,EBBW1,EBBW,1,-0.06,0.11,NA,NA,35167,35.6,7.45,8.15,30.58,0.19,59868.3,54103
2023-10-10,MRCH1,MRCH,1,-0.04,0.11,NA,NA,35176,35.61,7.12,8.14,30.673,0.88,59981,54116.9
2023-10-10,DB1,DB,1,-0.04,0.08,NA,NA,35068,35.51,6.13,8.08,29.89,1.18,58990.4,53951.4
2023-10-10,YIE1,YIE,1,0,-0.02,NA,NA,35094,35.54,6.21,8.12,30.081,-0.04,59230.7,53990.6
2023-10-10,YIE3,YIE,3,0.03,0.01,NA,NA,35383,35.86,6.24,8.08,30.209,0.07,59852.1,54435.8
2023-10-10,GIE3,GIE,3,0.12,0.04,NA,NA,35666,36.2,6.1,8.12,29.92,-0.1,60026.1,54870.3
2023-10-10,GIE1,GIE,1,0.07,0.03,NA,NA,35668,36.2,6.11,8.11,29.919,-0.14,60030.1,54874.4
2023-10-10,TPBN3,TPBN,3,-0.05,0.06,NA,NA,35323,35.8,5.76,8.06,29.939,-0.01,59470.1,54343.5
2023-10-10,TPBN1,TPBN,1,0,0.07,NA,NA,35321,35.8,5.73,8.06,29.942,0.04,59469,54340
2023-10-10,GOE1,GOE,1,-0.08,0.11,NA,NA,35350,35.82,6.09,8.05,30.298,0.31,59887.6,54384.3
2023-10-10,RRS3,RRS,3,0.03,0.01,NA,NA,35415,35.9,5.95,8.06,30.059,0.3,59749.9,54485
2023-10-10,RRS1,RRS,1,-0.02,0.04,NA,NA,35370,35.85,6.49,8.08,30.134,0.16,59751.8,54415.8
2023-10-10,RBA1,RBA,1,0.03,0,NA,NA,35445,35.93,6.71,8.09,30.399,1.52,60154.5,54530.8
2023-10-10,ML1,ML,1,-0.01,0.04,NA,NA,35383,35.86,6.28,8.05,30.287,1.52,59932.5,54435.7
2023-10-10,ML3,ML,3,-0.01,0.01,NA,NA,35412,35.89,6.65,8.05,30.327,0.14,60022.7,54479.6
2023-10-10,GIA3,GIA,3,0.01,0.01,NA,NA,35397,35.89,6.02,8.04,30.013,0.64,59670.5,54456.3
2023-10-10,GIA1,GIA,1,-0.03,0.01,NA,NA,35372,35.85,6.33,8.04,30.16,16.1,59780.8,54417.8
2023-10-10,LBI1,LBI,1,-0.01,0.07,NA,NA,35464,35.96,5.85,8.03,30.042,NA,59814.1,54559.5
2023-10-10,LBI3,LBI,3,0,0.05,NA,NA,35489,35.99,5.71,8,29.951,0.15,59762.1,54598.7
2023-10-10,NBA3,NBA,3,0.02,0.03,NA,NA,35171,35.63,6.31,8.05,30.033,0.2,59310.3,54108.7
2023-10-10,NBA1,NBA,1,0.02,0.01,NA,NA,35178,35.63,6.3,8.04,30.044,-0.09,59333.8,54119.5
2023-10-10,EC1,EC,1,0.11,0.01,NA,NA,35180,35.65,4.83,7.87,29.802,0.41,59087.6,54123.1
2023-10-10,NBRM1,NBRM,1,0.68,-0.01,NA,NA,34697,35.07,5.38,7.94,30.369,1.54,58853.7,53379.9
2023-10-10,NBRB1,NBRB,1,0.14,-0.04,NA,NA,34951,35.38,5.45,7.82,29.911,-1.87,58815.4,53771
2023-10-05,<NONE>,NONE,1,0.95,-0.03,NA,NA,2,0,8.27,8.29,25.297,NA,3.5,3.5
