date,site_code_depth,site_code,depth,tal_pe_rfu,chlorophyll_rfu,cond_m_us_cm,spcond_m_us_cm,tds_mg_l,sal_psu,do_mg_l,ph,temp_c,turbidity_fnu,cond_us_cm,spcond_us_cm
2024-04-03,GOE1,GOE,1,-0.05,-0.03,NA,NA,36645,37.39,6.52,8.07,27.811,0.17,59403.7,56376.5
2024-04-03,TPBN1,TPBN,1,-0.09,-0.04,NA,NA,36621,37.37,6.39,8.07,27.696,0.08,59240.4,56339.6
2024-04-03,TPBN3,TPBN,3,-0.15,-0.02,NA,NA,36623,37.37,6.39,8.1,27.682,0.12,59229.6,56343.5
2024-04-03,RRS3,RRS,3,-0.02,-0.03,NA,NA,36629,37.38,6.62,8.08,27.79,0.31,59355.7,56352.3
2024-04-03,RRS1,RRS,1,0.2,-0.03,NA,NA,36625,37.37,6.59,8.08,27.761,0.23,59316.5,56345.6
2024-04-03,RBA1,RBA,1,-0.08,-0.04,NA,NA,36660,37.41,6.65,8.14,27.858,0.49,59480,56400.7
2024-04-03,ML3,ML,3,0.06,-0.05,NA,NA,36671,37.42,6.52,8.09,27.879,0.43,59519.2,56416.4
2024-04-03,ML1,ML,1,0.02,-0.03,NA,NA,36668,37.42,6.51,8.09,27.871,0.5,59506.1,56412.4
2024-04-03,GIA1,GIA,1,-0.09,-0.07,NA,NA,36628,37.38,6.28,8.02,27.505,0.33,59047.7,56351.5
2024-04-03,GIA3,GIA,3,-0.2,-0.11,NA,NA,36629,37.38,6.27,8.03,27.501,0.36,59043.6,56352
2024-04-03,LBI3,LBI,3,-0.02,-0.05,NA,NA,36616,37.37,6.13,8.05,27.51,0.47,59032,56331.7
2024-04-03,LBI1,LBI,1,0.21,-0.06,NA,NA,36611,37.36,6.37,8.06,27.567,0.4,59085.9,56324.1
2024-04-03,NBA1,NBA,1,-0.04,-0.06,NA,NA,36649,37.4,6.48,8.09,27.699,0.39,59289.5,56382.6
2024-04-03,NBA3,NBA,3,-0.03,-0.04,NA,NA,36646,37.4,6.48,8.11,27.685,0.39,59269.6,56378.3
2024-04-03,EC1,EC,1,-0.07,-0.06,NA,NA,36769,37.54,6.17,7.93,27.57,0.5,59344.6,56567.7
2024-04-03,NBRM1,NBRM,1,0.09,-0.06,NA,NA,36791,37.57,6.15,8.01,27.618,2.48,59430.8,56600.9
2024-04-03,NBRB1,NBRB,1,0.03,-0.03,NA,NA,36719,37.49,6.53,7.97,27.599,1.02,59295.4,56491
2024-03-11,MRCH1,MRCH,1,0.14,0.06,NA,NA,36556,37.3,6.62,8.01,27.591,5.33,59022.9,56239.4
2024-03-07,CPN1,CPN,1,-0.04,-0.02,NA,NA,36386,37.11,6.87,8.1,27.359,2.59,58500.9,55978.6
2024-03-07,CPN3,CPN,3,-0.07,-0.06,NA,NA,36408,37.13,6.76,8.09,27.353,-0.08,58529.9,56012.7
2024-03-07,CAD3,CAD,3,0.12,-0.04,NA,NA,36400,37.13,6.64,8.11,27.296,-0.14,58455.6,55999.5
2024-03-07,CAD1,CAD,1,0.02,-0.03,NA,NA,36448,37.18,6.6,8.09,27.219,-0.19,58449.2,56073.2
2024-03-07,PRP1,PRP,1,-0.07,-0.01,NA,NA,36395,37.12,6.72,8.07,27.32,-0.15,58472.7,55992
2024-03-07,PRP3,PRP,3,-0.05,0.01,NA,NA,36395,37.12,6.66,8.09,27.316,-0.13,58469.6,55992.8
2024-03-07,PIL3,PIL,3,-0.13,-0.03,NA,NA,36396,37.13,6.44,8.06,27.195,-0.27,58341.1,55994
2024-03-07,PIL1,PIL,1,-0.09,-0.02,NA,NA,36403,37.13,6.44,8.02,27.225,-0.25,58384.7,56004.6
2024-03-06,MRYC1,MRYC,1,0.09,-0.06,NA,NA,36531,37.27,6.66,8.07,27.65,0.26,59047,56201.8
2024-03-06,LDB3,LDB,3,-0.11,-0.03,NA,NA,36508,37.24,7.7,8.1,27.629,0.51,58988.7,56165.9
2024-03-06,LDB1,LDB,1,-0.1,-0.05,NA,NA,36522,37.25,7.37,8.07,27.794,0.58,59186.4,56187.9
2024-03-06,BDB1,BDB,1,-0.07,-0.06,NA,NA,36492,37.23,6.57,8.04,27.405,0.37,58720,56141.3
2024-03-06,BDB3,BDB,3,-0.06,-0.04,NA,NA,36493,37.23,6.41,8.04,27.399,0.41,58715.6,56143.5
2024-03-06,YRS1,YRS,1,-0.11,-0.04,NA,NA,36477,37.21,7.12,8.07,27.42,0.19,58712.6,56118.4
2024-03-06,YIN1,YIN,1,-0.16,-0.05,NA,NA,36468,37.2,6.93,8.08,27.349,0.29,58621.6,56104.8
2024-03-06,YIN3,YIN,3,-0.11,-0.05,NA,NA,36470,37.21,6.78,8.08,27.351,0.41,58627.1,56107.3
2024-03-06,FHB3,FHB,3,-0.06,-0.04,NA,NA,36492,37.23,6.79,8.07,27.218,0.77,58518.8,56141
2024-03-06,FHB1,FHB,1,0.32,-0.04,NA,NA,36490,37.23,6.74,8.07,27.24,0.63,58540.9,56138.8
2024-03-06,EBB1,EBB,1,-0.16,-0.02,NA,NA,36517,37.25,7.64,8.11,27.609,0.45,58980.1,56180.5
2024-03-06,EBB3,EBB,3,-0.08,-0.03,NA,NA,36519,37.26,7.51,8.1,27.557,0.47,58926,56182.7
2024-03-06,EBBW3,EBBW,3,-0.12,0,NA,NA,36501,37.24,7.47,8.07,27.397,0.42,58726.7,56155.9
2024-03-06,EBBW1,EBBW,1,-0.13,-0.07,NA,NA,36508,37.24,7.78,8.09,27.568,0.52,58921.2,56166.7
2024-03-06,COV,COV,1,0.27,0.01,NA,NA,36488,37.22,6.67,8.08,27.605,0.7,58928.4,56135.1
2024-03-06,MRCH1,MRCH,1,-0.1,-0.02,NA,NA,36519,37.25,6.97,8.06,27.695,0.92,59075,56183.3
2024-03-06,DB1,DB,1,-0.06,-0.02,NA,NA,36515,37.26,7.23,8.07,27.375,1.04,58724.9,56177.1
2024-03-06,YIE1,YIE,1,-0.18,-0.03,NA,NA,36399,37.13,6.42,8.11,27.205,-0.08,58356.8,55998.2
2024-03-06,YIE3,YIE,3,-0.08,-0.01,NA,NA,36401,37.13,6.38,8.1,27.201,-0.06,58355.5,56001.3
2024-03-06,GIE1,GIE,1,-0.01,0.06,NA,NA,36395,37.12,6.42,8.11,27.197,-0.01,58341.9,55992.2
2024-03-06,GIE3,GIE,3,-0.09,-0.02,NA,NA,36393,37.12,6.36,8.11,27.202,-0.1,58344.8,55989.9
2024-03-06,TPBN3,TPBN,3,-0.07,-0.02,NA,NA,36440,37.18,6.74,8.08,27.124,0.25,58336.1,56061.7
2024-03-06,TPBN1,TPBN,1,-0.06,-0.03,NA,NA,36445,37.18,6.66,8.07,27.147,0.23,58367.5,56068.6
2024-03-06,GOE1,GOE,1,-0.14,0.02,NA,NA,36473,37.21,7.01,8.1,27.341,0.65,58621,56112
2024-03-06,RRS3,RRS,3,-0.09,0.01,NA,NA,36435,37.17,6.57,8.09,27.074,0.12,58274.6,56054.6
2024-03-06,RRS1,RRS,1,0,-0.04,NA,NA,36434,37.17,6.56,8.08,27.077,0.22,58275.4,56051.8
2024-03-06,RBA1,RBA,1,-0.02,-0.02,NA,NA,36494,37.23,7.82,8.13,27.33,0.83,58643.1,56144.1
2024-03-06,ML3,ML,3,0.1,0,NA,NA,36456,37.2,6.3,8.05,27.007,0.37,58236.7,56086.8
2024-03-06,ML1,ML,1,0.12,-0.05,NA,NA,36462,37.21,6.1,8.04,27.015,0.38,58254.7,56095.8
2024-03-06,GIA1,GIA,1,0.07,-0.04,NA,NA,36469,37.21,6.51,8.08,27.106,0.46,58362.5,56106.3
2024-03-06,GIA3,GIA,3,0.23,-0.06,NA,NA,36460,37.2,6.44,8.1,27.032,0.57,58269.3,56092.8
2024-03-06,LBI3,LBI,3,0.09,-0.02,NA,NA,36473,37.22,6.32,8.06,27.035,0.46,58294.3,56112.9
2024-03-06,LBI1,LBI,1,0.12,-0.02,NA,NA,36468,37.21,6.14,8.02,27.051,0.48,58302.3,56104.6
2024-03-06,NBA1,NBA,1,0.06,-0.03,NA,NA,36471,37.21,6.64,8.08,27.212,0.18,58479.6,56109.2
2024-03-06,NBA3,NBA,3,0.02,-0.01,NA,NA,36472,37.21,6.34,8.07,27.199,0.25,58466.3,56110.1
2024-03-06,EC1,EC,1,0.06,-0.03,NA,NA,36583,37.35,5.96,8.01,27.065,0.48,58501.7,56282.2
2024-03-06,NBRM1,NBRM,1,0.32,0,NA,NA,36601,37.36,6.04,8.04,27.368,2.26,58856.6,56309.7
2024-03-06,NBRB1,NBRB,1,0.1,-0.02,NA,NA,36510,37.26,6.68,8.05,27.176,0.09,58504.7,56169.8
2024-03-05,BI1,BI,1,0.06,-0.04,NA,NA,36445,37.17,6.64,8.04,27.61,0.23,58864.8,56069.8
2024-03-05,BI3,BI,3,0.07,-0.02,NA,NA,36443,37.17,6.62,8.02,27.588,0.21,58837.3,56066.3
2024-03-05,HG1,HG,1,-0.08,-0.04,NA,NA,36415,37.14,6.77,8.02,27.425,0.04,58617.6,56022.8
2024-03-05,GBI1,GBI,1,-0.06,-0.04,NA,NA,36407,37.13,7.06,8.04,27.382,0.04,58559.4,56011.2
2024-03-05,GBI3,GBI,3,-0.12,-0.04,NA,NA,36409,37.13,6.85,8,27.388,0.07,58569.9,56014.3
2024-02-09,MRYC1,MRYC,1,0.22,-0.05,NA,NA,35862,36.52,5.84,8.01,26.855,0.2,57127.3,55172.7
2024-02-09,LDB1,LDB,1,-0.04,-0.04,NA,NA,36048,36.73,5.44,7.99,27.154,-0.26,57740,55458.3
2024-02-09,LDB3,LDB,3,-0.08,-0.04,NA,NA,35992,36.67,5.59,8.02,26.847,0.15,57325.7,55372.2
2024-02-09,BDB3,BDB,3,-0.06,-0.04,NA,NA,36029,36.71,5.75,8.01,26.895,-0.23,57436.9,55429.3
2024-02-09,BDB1,BDB,1,-0.05,0,NA,NA,36063,36.74,5.86,8.01,27.094,-0.28,57699.7,55480.8
2024-02-09,YRS1,YRS,1,-0.06,0.03,NA,NA,36003,36.68,6.35,8,27.031,-0.44,57536.5,55388.5
2024-02-09,YIN3,YIN,3,-0.13,-0.03,NA,NA,36059,36.75,5.49,8,26.914,-0.32,57502.6,55475
2024-02-09,YIN1,YIN,1,-0.12,0.02,NA,NA,36058,36.74,5.63,8,26.956,-0.35,57546.2,55473.7
2024-02-09,FHB1,FHB,1,-0.2,-0.02,NA,NA,36013,36.7,5.22,7.97,26.666,-0.26,57167,55403.9
2024-02-09,FHB3,FHB,3,-0.16,-0.01,NA,NA,36049,36.74,4.99,7.97,26.591,0.08,57144.2,55459.3
2024-02-09,EBBW3,EBBW,3,-0.2,0.08,NA,NA,36178,36.88,5.63,8.02,26.855,-0.3,57632.3,55658.7
2024-02-09,EBBW1,EBBW,1,-0.12,0.02,NA,NA,36198,36.9,6.05,8.04,27.131,-0.4,57955.7,55689
2024-02-09,COV,COV,1,-0.16,-0.01,NA,NA,36083,36.78,5.81,7.98,26.788,-0.28,57409.3,55513
2024-02-09,GEB,GEB,1,-0.01,0.04,NA,NA,36002,36.69,5.73,7.98,26.703,1.39,57189.6,55388.3
2024-02-09,MRCH1,MRCH,1,-0.17,0.01,NA,NA,35994,36.68,5.53,7.97,26.74,0.34,57214.7,55375.8
2024-02-09,DB1,DB,1,-0.14,0,NA,NA,36124,36.82,6.86,8.04,27.103,-0.13,57806.7,55575.4
2024-02-09,EBB1,EBB,1,-0.19,-0.03,NA,NA,36145,36.85,5.61,8,26.917,-0.3,57644.9,55608.4
2024-02-09,EBB3,EBB,3,-0.18,-0.03,NA,NA,36183,36.89,5.69,8,26.846,-0.33,57627.8,55665.4
2024-02-09,YIE3,YIE,3,-0.12,-0.06,NA,NA,36090,36.78,5.44,8,26.935,-0.42,57575.3,55523.1
2024-02-09,YIE1,YIE,1,-0.13,-0.06,NA,NA,36086,36.78,5.6,7.98,26.996,-0.44,57633.8,55517.3
2024-02-09,GIE1,GIE,1,-0.11,-0.04,NA,NA,36030,36.71,5.69,8.02,26.934,-0.51,57477.8,55430.2
2024-02-09,GIE3,GIE,3,-0.13,-0.01,NA,NA,36029,36.71,5.67,8.01,26.857,-0.54,57395.5,55429.3
2024-02-09,TPBN3,TPBN,3,-0.11,0.01,NA,NA,36041,36.73,5.71,7.99,26.794,-0.46,57347.5,55447.4
2024-02-09,TPBN1,TPBN,1,-0.11,-0.06,NA,NA,36027,36.71,5.81,7.98,26.763,-0.46,57292.6,55426.3
2024-02-09,GOE1,GOE,1,-0.17,-0.03,NA,NA,35764,36.43,5.02,7.95,26.134,0.21,56212.7,55021.7
2024-02-09,RRS3,RRS,3,-0.05,-0.03,NA,NA,36024,36.71,5.75,8.01,26.864,-0.18,57395.5,55422
2024-02-09,RRS1,RRS,1,0.11,-0.04,NA,NA,35982,36.66,5.81,7.98,26.818,-0.13,57279.8,55357.6
2024-02-09,RBA1,RBA,1,0,-0.01,NA,NA,35982,36.66,5.76,7.99,26.741,-0.17,57197.9,55357.1
2024-02-09,ML3,ML,3,0.01,-0.01,NA,NA,35997,36.68,5.85,8.01,26.806,0.11,57290.1,55379.7
2024-02-09,ML1,ML,1,-0.1,-0.03,NA,NA,35985,36.66,5.88,7.97,26.791,0,57253.8,55360.9
2024-02-09,GIA1,GIA,1,-0.05,-0.06,NA,NA,35957,36.64,5.8,8,26.664,-0.18,57076.7,55318.7
2024-02-09,GIA3,GIA,3,-0.15,-0.06,NA,NA,35949,36.63,5.81,8.01,26.618,-0.21,57015.4,55306.2
2024-02-09,LBI3,LBI,3,-0.08,-0.06,NA,NA,35896,36.57,5.3,7.96,26.485,-0.34,56791.8,55225.2
2024-02-09,LBI1,LBI,1,-0.11,-0.05,NA,NA,35889,36.56,5.34,7.94,26.48,-0.36,56775.6,55214.5
2024-02-09,NBA1,NBA,1,0.03,-0.03,NA,NA,36041,36.72,6.06,8.01,27.126,-0.28,57699.1,55447.4
2024-02-09,NBA3,NBA,3,0.01,-0.05,NA,NA,36008,36.68,6.02,8.01,27.03,-0.28,57545.2,55397.1
2024-02-09,EC1,EC,1,0.01,-0.04,NA,NA,35869,36.53,5.47,7.94,26.929,-0.06,57217.1,55183.6
2024-02-09,NBRM1,NBRM,1,0.4,-0.04,NA,NA,35952,36.61,5.05,7.9,27.21,4.02,57645.1,55310.2
2024-02-09,NBRB1,NBRB,1,-0.06,-0.03,NA,NA,35879,36.55,5.21,7.83,26.683,-0.06,56973.3,55198.8
2024-01-11,MRYC1,MRYC,1,0.41,0.03,NA,NA,35923,36.57,7.22,8.11,27.651,0.41,58064,55265.4
2024-01-11,LDB3,LDB,3,0.01,-0.05,NA,NA,35844,36.47,7.67,8.11,27.84,1.23,58136.7,55145.3
2024-01-11,LDB1,LDB,1,-0.05,-0.05,NA,NA,35851,36.48,7.5,8.1,27.936,1.03,58248.8,55155.3
2024-01-11,BDB1,BDB,1,-0.05,-0.04,NA,NA,35849,36.47,7.66,8.12,27.925,0.87,58233.9,55152.6
2024-01-11,BDB3,BDB,3,-0.04,-0.02,NA,NA,35834,36.46,7.12,8.11,27.685,0.67,57956,55129.4
2024-01-11,YRS1,YRS,1,0,-0.06,NA,NA,35821,36.46,6.83,8.07,27.493,0.45,57734,55109.4
2024-01-11,YIN1,YIN,1,0,-0.04,NA,NA,35820,36.45,6.93,8.08,27.527,0.54,57767.2,55107.2
2024-01-11,YIN3,YIN,3,0.05,-0.03,NA,NA,35821,36.45,6.75,8.07,27.525,0.57,57767.4,55109.8
2024-01-11,FHB3,FHB,3,0.01,-0.05,NA,NA,35823,36.45,7.47,8.09,27.644,1.27,57896,55111.9
2024-01-11,FHB1,FHB,1,-0.01,-0.06,NA,NA,35824,36.45,7.56,8.09,27.694,1.06,57948.8,55113.1
2024-01-11,EBB1,EBB,1,0.01,-0.04,NA,NA,35849,36.49,7.4,8.08,27.544,0.7,57831.6,55151.7
2024-01-11,EBB3,EBB,3,-0.06,-0.05,NA,NA,35846,36.48,7.28,8.07,27.45,0.67,57727.9,55147.3
2024-01-11,EBBW3,EBBW,3,-0.03,-0.03,NA,NA,35846,36.48,7.65,8.09,27.507,0.76,57788.8,55148.2
2024-01-11,EBBW1,EBBW,1,-0.06,-0.05,NA,NA,35844,36.48,7.73,8.09,27.581,0.7,57863.6,55145
2024-01-11,GEB,GEB,1,0.38,0.74,NA,NA,35948,36.58,7.15,8.11,28.052,NA,58528.3,55305
2024-01-11,MRCH1,MRCH,1,-0.04,-0.06,NA,NA,35857,36.49,7.12,8.07,27.85,0.82,58168.2,55165.3
2024-01-11,DB1,DB,1,-0.08,-0.03,NA,NA,35833,36.47,7.01,8.09,27.559,1.95,57822.6,55127.8
2024-01-11,YIE3,YIE,3,-0.06,-0.04,NA,NA,35746,36.36,6.41,8.09,27.646,-0.03,57772.6,54993.3
2024-01-11,YIE1,YIE,1,-0.07,-0.03,NA,NA,35745,36.36,6.35,8.07,27.648,0.01,57774.5,54992.7
2024-01-11,GIE1,GIE,1,-0.02,-0.02,NA,NA,35740,36.36,6.08,8.07,27.63,-0.16,57746.4,54984.7
2024-01-11,GIE3,GIE,3,-0.05,-0.04,NA,NA,35747,36.37,6.03,8.06,27.641,-0.07,57769.7,54995.3
2024-01-11,TPBN3,TPBN,3,0.05,-0.04,NA,NA,35821,36.45,6.56,8.07,27.5,0.2,57740.8,55109.5
2024-01-11,TPBN1,TPBN,1,0.11,-0.05,NA,NA,35830,36.46,6.35,8.03,27.531,0.17,57787,55122.7
2024-01-11,GOE1,GOE,1,-0.1,-0.07,NA,NA,35853,36.48,7.26,8.1,27.946,0.47,58261.6,55157.9
2024-01-11,RBA1,RBA,1,0.52,-0.04,NA,NA,35892,36.54,6.85,8.07,27.474,0.87,57827.9,55219.1
2024-01-11,RRS1,RRS,1,0.15,-0.04,NA,NA,35836,36.47,6.75,8.08,27.417,0.3,57676.8,55131.9
2024-01-11,RRS3,RRS,3,0.23,-0.01,NA,NA,35859,36.5,6.59,8.05,27.357,0.46,57651.7,55168.1
2024-01-11,ML3,ML,3,0.27,-0.03,NA,NA,35865,36.51,6.64,8.07,27.398,0.28,57703.5,55176.2
2024-01-11,ML1,ML,1,0.25,-0.04,NA,NA,35862,36.51,6.51,8.05,27.397,0.28,57698.1,55172
2024-01-11,GIA1,GIA,1,0.31,-0.04,NA,NA,35882,36.53,6.71,8.08,27.353,0.65,57685.2,55203.5
2024-01-11,GIA3,GIA,3,0.27,0,NA,NA,35872,36.52,6.54,8.1,27.289,0.45,57601.4,55188.4
2024-01-11,LBI3,LBI,3,0.21,-0.05,NA,NA,35852,36.5,6.52,8.05,27.128,0.53,57399.1,55157.3
2024-01-11,LBI1,LBI,1,0.04,-0.04,NA,NA,35817,36.45,6.58,8.03,27.478,0.61,57711.5,55103.5
2024-01-11,NBA1,NBA,1,0.16,-0.05,NA,NA,35857,36.5,6.4,8.05,27.229,0.37,57512.4,55163.8
2024-01-11,NBA3,NBA,3,0.28,0.01,NA,NA,35863,36.51,6.32,8.05,27.233,0.36,57526.8,55174.2
2024-01-11,EC1,EC,1,0.15,-0.02,NA,NA,35920,36.57,6.91,8.04,27.468,0.22,57867.2,55261.8
2024-01-11,NBRM1,NBRM,1,0.55,0.05,NA,NA,36176,36.86,6.19,7.98,27.621,3,58441,55655.3
2024-01-11,NBRB1,NBRB,1,0.09,-0.02,NA,NA,35929,36.57,7.14,8.05,27.696,0.15,58121.2,55275.7
2023-12-20,MRYC1,MRYC,1,0.07,-0.05,NA,NA,35837,36.48,6.51,8.13,27.288,0.16,57543,55134.1
2023-12-20,LDB1,LDB,1,-0.02,-0.07,NA,NA,35851,36.49,6.85,8.13,27.537,2.45,57827.7,55155.2
2023-12-20,LDB3,LDB,3,0.01,-0.04,NA,NA,35835,36.48,6.6,8.12,27.304,2.85,57557.4,55130.9
2023-12-20,BDB3,BDB,3,-0.03,-0.03,NA,NA,35824,36.47,6.18,8.11,27.222,1.75,57452.8,55113.9
2023-12-20,BDB1,BDB,1,-0.02,-0.07,NA,NA,35830,36.47,6.32,8.1,27.384,2.85,57632.4,55123
2023-12-20,YIN1,YIN,1,-0.03,-0.05,NA,NA,35821,36.46,6.5,8.11,27.225,2.33,57451.9,55109.4
2023-12-20,YIN3,YIN,3,0.02,-0.04,NA,NA,35821,36.47,6.44,8.1,27.129,3.66,57350.5,55109.6
2023-12-20,YRS1,YRS,1,-0.01,-0.05,NA,NA,35820,36.46,6.38,8.09,27.129,3.93,57348.1,55107.2
2023-12-20,FHB1,FHB,1,0.07,-0.06,NA,NA,35824,36.47,6.68,8.09,27.194,4.3,57423.5,55113.7
2023-12-20,FHB3,FHB,3,-0.04,-0.05,NA,NA,35828,36.47,6.53,8.08,27.192,6.19,57427.3,55120
2023-12-20,EBB1,EBB,1,-0.08,-0.04,NA,NA,35826,36.47,6.98,8.12,27.291,2.14,57528.3,55116.2
2023-12-20,EBB3,EBB,3,0.03,-0.07,NA,NA,35828,36.47,6.97,8.12,27.255,3.81,57492.8,55119.2
2023-12-20,EBBW1,EBBW,1,-0.03,-0.04,NA,NA,35811,36.45,6.8,8.12,27.388,3.98,57606.6,55094.3
2023-12-20,EBBW3,EBBW,3,0.04,-0.06,NA,NA,35818,36.46,6.72,8.11,27.306,4.3,57533.1,55104.4
2023-12-20,MRCH1,MRCH,1,-0.02,-0.05,NA,NA,35800,36.43,6.73,8.12,27.561,2.02,57770.4,55076.6
2023-12-20,DB1,DB,1,-0.01,-0.04,NA,NA,35828,36.47,6.75,8.1,27.138,4.54,57371,55120.4
2023-12-20,YIE1,YIE,1,-0.07,-0.06,NA,NA,35786,36.41,5.76,8.12,27.638,0.02,57829.1,55055.1
2023-12-20,YIE3,YIE,3,-0.08,-0.06,NA,NA,35788,36.41,5.76,8.12,27.577,0.11,57768.7,55058.2
2023-12-20,GIE1,GIE,1,-0.06,-0.05,NA,NA,35797,36.43,5.88,8.13,27.579,0.06,57784.6,55072
2023-12-20,GIE3,GIE,3,-0.03,-0.04,NA,NA,35795,36.42,5.84,8.13,27.492,0.02,57689.4,55068.6
2023-12-20,TPBN3,TPBN,3,0.12,-0.05,NA,NA,35817,36.47,6.41,8.12,26.929,1.4,57133.7,55103.3
2023-12-20,TPBN1,TPBN,1,0.05,-0.05,NA,NA,35817,36.47,6.43,8.11,26.94,2.48,57145.1,55103
2023-12-20,GOE1,GOE,1,-0.11,-0.05,NA,NA,35827,36.47,6.39,8.1,27.206,3.75,57440.7,55118.7
2023-12-20,RRS3,RRS,3,0.12,-0.07,NA,NA,35818,36.47,6.27,8.1,26.858,0.45,57060.4,55104.9
2023-12-20,RRS1,RRS,1,0.15,0.03,NA,NA,35820,36.47,6.17,8.09,26.91,0.46,57118,55107.6
2023-12-20,RBA1,RBA,1,0.12,-0.04,NA,NA,35823,36.47,6.4,8.1,26.926,0.68,57139.8,55112.8
2023-12-20,ML3,ML,3,0.19,0,NA,NA,35825,36.48,6.29,8.12,26.902,0.43,57117.8,55116.1
2023-12-20,ML1,ML,1,0.04,-0.04,NA,NA,35829,36.48,6.28,8.11,27.032,0.98,57261.7,55122.3
2023-12-20,GIA1,GIA,1,-0.01,-0.04,NA,NA,35820,36.47,5.89,8.09,26.975,0.42,57186.9,55107.9
2023-12-20,GIA3,GIA,3,-0.03,-0.05,NA,NA,35818,36.47,5.96,8.09,26.909,0.42,57114.1,55104.9
2023-12-20,LBI3,LBI,3,0.03,-0.04,NA,NA,35817,36.47,5.95,8.09,26.93,0.48,57134,55102.7
2023-12-20,LBI1,LBI,1,-0.06,-0.04,NA,NA,35813,36.46,5.65,8.05,27.137,0.46,57346.2,55096.3
2023-12-20,NBA1,NBA,1,-0.05,-0.02,NA,NA,35819,36.47,5.95,8.08,27.039,0.39,57252.6,55106.3
2023-12-20,NBA3,NBA,3,0.02,-0.03,NA,NA,35820,36.47,6.02,8.08,26.949,0.31,57158.6,55107.6
2023-12-20,EC1,EC,1,0.14,0.04,NA,NA,35832,36.49,6.22,8.08,26.687,0.44,56901.5,55126.3
2023-12-20,NBRM1,NBRM,1,0.13,-0.05,NA,NA,35865,36.53,6.17,8.06,26.534,1.31,56793.2,55176.5
2023-12-20,NBRB1,NBRB,1,0.1,0.04,NA,NA,35846,36.51,6.22,8.03,26.709,0.07,56947.6,55147.7
2023-11-06,MRYC1,MRYC,1,0.29,-0.03,NA,NA,36471,37.15,6.77,8.15,29.26,0.58,60674.7,56109.1
2023-11-06,LDB1,LDB,1,0.04,-0.06,NA,NA,36520,37.19,7.38,8.19,29.612,1.06,61132.9,56183.9
2023-11-06,LDB3,LDB,3,0.04,-0.07,NA,NA,36517,37.19,7.24,8.19,29.59,0.7,61104.5,56179.9
2023-11-06,BDB3,BDB,3,0.13,-0.03,NA,NA,36512,37.19,6.55,8.14,29.416,0.77,60910.3,56172.3
2023-11-06,BDB1,BDB,1,0.2,0,NA,NA,36511,37.19,6.49,8.14,29.421,0.88,60913.1,56170.5
2023-11-06,YRS1,YRS,1,0.08,-0.03,NA,NA,36490,37.17,6.26,8.15,29.222,0.53,60666.5,56139.2
2023-11-06,YIN3,YIN,3,0.25,0.04,NA,NA,36493,37.17,6.11,8.13,29.169,0.59,60612.8,56142.6
2023-11-06,YIN1,YIN,1,0.01,-0.03,NA,NA,36502,37.18,6.87,8.17,29.392,0.61,60867.8,56156.8
2023-11-06,FHB1,FHB,1,-0.04,-0.02,NA,NA,36529,37.2,7.43,8.18,29.676,1.19,61216.6,56197.7
2023-11-06,FHB3,FHB,3,-0.08,-0.07,NA,NA,36529,37.2,7.33,8.18,29.662,1.07,61202.2,56197.7
2023-11-06,EBB3,EBB,3,-0.04,0.06,NA,NA,36473,37.14,7.43,8.24,29.587,1.24,61027.9,56112.2
2023-11-06,EBB1,EBB,1,-0.08,0.05,NA,NA,36471,37.13,7.41,8.24,29.585,0.98,61023.4,56109.4
2023-11-06,EBBW1,EBBW,1,-0.03,0.05,NA,NA,36472,37.14,7.51,8.24,29.568,0.84,61005.8,56110.1
2023-11-06,EBBW3,EBBW,3,-0.09,-0.01,NA,NA,36478,37.14,7.42,8.26,29.584,0.9,61034.1,56120.6
2023-11-06,MRCH1,MRCH,1,-0.11,0,NA,NA,36434,37.09,6.96,8.22,29.616,0.72,60994.3,56052.7
2023-11-06,DB1,DB,1,-0.04,-0.01,NA,NA,36509,37.18,6.83,8.19,29.525,1.91,61022.6,56167.8
2023-11-06,YIE3,YIE,3,-0.09,0.02,NA,NA,36434,37.1,6.99,8.21,29.364,0.23,60723.8,56051.6
2023-11-06,YIE1,YIE,1,-0.11,0.02,NA,NA,36431,37.1,6.96,8.21,29.368,0.19,60723,56047.6
2023-11-06,GIE1,GIE,1,-0.02,0,NA,NA,36502,37.18,6.53,8.18,29.27,0.09,60736.8,56156.7
2023-11-06,GIE3,GIE,3,-0.08,-0.01,NA,NA,36512,37.19,6.53,8.19,29.268,0.04,60751.2,56172.5
2023-11-06,TPBN3,TPBN,3,-0.06,0,NA,NA,36457,37.13,6.52,8.18,29.334,0.26,60730.5,56087.2
2023-11-06,TPBN1,TPBN,1,-0.04,-0.03,NA,NA,36453,37.12,6.49,8.18,29.312,0.24,60700.2,56081.9
2023-11-06,GOE1,GOE,1,-0.05,-0.04,NA,NA,36531,37.19,8.26,8.26,30.042,1.27,61613.6,56201.2
2023-11-06,RRS3,RRS,3,-0.05,-0.03,NA,NA,36489,37.17,6.15,8.15,29.192,0.38,60631.3,56136.8
2023-11-06,RRS1,RRS,1,0.05,-0.03,NA,NA,36488,37.17,6.09,8.14,29.162,0.35,60597.4,56134.7
2023-11-06,RBA1,RBA,1,-0.04,-0.04,NA,NA,36544,37.2,8.3,8.28,30.092,1.14,61690.5,56222.3
