"","year","site_cat","lc_mean","lc_sd","cca_mean","cca_sd","ta_mean","ta_sd","tas_mean","tas_sd","fma_mean","fma_sd","cyan_mean","cyan_sd","ainv_mean","ainv_sd","peys_mean","peys_sd"
"1",2017,"NEMMA",0.12000744047619,0.0500670881055231,0.100012053571429,0.056335051901454,0.137238839285714,0.0637481282807906,0.190838318452381,0.14055021927163,0.212453794642857,0.0868143536933917,0.0376892857142857,0.0553593132191026,0.0431587797619048,0.0137899275536358,0.0536529761904762,0.0266281789112872
"2",2019,"NDNP",0.0563083333333333,0.016331280286982,0.0317857142857143,0.0217454159204443,0.0915333333333333,0.130797385719712,0.520092857142857,0.137903270898634,0.144505952380952,0.0624581458515319,0.0148095238095238,0.0151115378943898,0.0276940476190476,0.0163452136374004,0.00763214285714286,0.00430026566604144
"3",2025,"NDNP",0.0268378571428571,0.0110233243475065,0.0408207142857143,0.0463093437098299,0.00417428571428571,0.00683802345968225,0.437463571428571,0.117158696329295,0.319548571428571,0.0726502295184554,0.014307380952381,0.0236869748974501,0.0177628571428571,0.0094187128575274,0.0355738095238095,0.0224526136470759
"4",2025,"NEMMA",0.0422875,0.0308934481547284,0.15403125,0.0875113323443911,0.0435583333333333,0.0454585202518963,0.16625,0.114722392674457,0.42945625,0.150385170541677,0.016875,0.0210094838751078,0.0237,0.0283759469459499,0.0551625,0.0429562741412153
